,FECHASQL,UEN,Dia,Porcentaje,CODPRODUCTO,VENTAS
392,2023-05-21,PUENTE OLIVE,domingo,2.57%,GNC,2184.5
393,2023-05-22,PUENTE OLIVE,lunes,3.54%,GNC,3009.0
394,2023-05-23,PUENTE OLIVE,martes,3.54%,GNC,3009.0
395,2023-05-24,PUENTE OLIVE,miércoles,3.54%,GNC,3009.0
396,2023-05-25,PUENTE OLIVE,jueves,3.54%,GNC,3009.0
397,2023-05-26,PUENTE OLIVE,viernes,2.57%,GNC,2184.5
398,2023-05-27,PUENTE OLIVE,sábado,2.57%,GNC,2184.5
399,2023-05-28,PUENTE OLIVE,domingo,2.57%,GNC,2184.5
400,2023-05-29,PUENTE OLIVE,lunes,4.54%,GNC,3859.0
401,2023-05-30,PUENTE OLIVE,martes,4.44%,GNC,3774.0
402,2023-05-31,PUENTE OLIVE,miércoles,3.54%,GNC,3009.0
403,2023-05-01,AZCUENAGA,lunes,3.54%,GNC,2017.8
404,2023-05-02,AZCUENAGA,martes,3.54%,GNC,2017.8
405,2023-05-03,AZCUENAGA,miércoles,3.54%,GNC,2017.8
406,2023-05-04,AZCUENAGA,jueves,3.54%,GNC,2017.8
407,2023-05-05,AZCUENAGA,viernes,2.57%,GNC,1464.9
408,2023-05-06,AZCUENAGA,sábado,2.57%,GNC,1464.9
409,2023-05-07,AZCUENAGA,domingo,2.57%,GNC,1464.9
410,2023-05-08,AZCUENAGA,lunes,3.54%,GNC,2017.8
411,2023-05-09,AZCUENAGA,martes,3.54%,GNC,2017.8
412,2023-05-10,AZCUENAGA,miércoles,3.54%,GNC,2017.8
413,2023-05-11,AZCUENAGA,jueves,3.54%,GNC,2017.8
414,2023-05-12,AZCUENAGA,viernes,2.57%,GNC,1464.9
415,2023-05-13,AZCUENAGA,sábado,2.57%,GNC,1464.9
416,2023-05-14,AZCUENAGA,domingo,2.57%,GNC,1464.9
417,2023-05-15,AZCUENAGA,lunes,3.54%,GNC,2017.8
418,2023-05-16,AZCUENAGA,martes,3.54%,GNC,2017.8
419,2023-05-17,AZCUENAGA,miércoles,3.54%,GNC,2017.8
420,2023-05-18,AZCUENAGA,jueves,3.54%,GNC,2017.8
421,2023-05-19,AZCUENAGA,viernes,2.57%,GNC,1464.9
422,2023-05-20,AZCUENAGA,sábado,2.57%,GNC,1464.9
423,2023-05-21,AZCUENAGA,domingo,2.57%,GNC,1464.9
424,2023-05-22,AZCUENAGA,lunes,3.54%,GNC,2017.8
425,2023-05-23,AZCUENAGA,martes,3.54%,GNC,2017.8
426,2023-05-24,AZCUENAGA,miércoles,3.54%,GNC,2017.8
427,2023-05-25,AZCUENAGA,jueves,3.54%,GNC,2017.8
428,2023-05-26,AZCUENAGA,viernes,2.57%,GNC,1464.9
429,2023-05-27,AZCUENAGA,sábado,2.57%,GNC,1464.9
430,2023-05-28,AZCUENAGA,domingo,2.57%,GNC,1464.9
431,2023-05-29,AZCUENAGA,lunes,4.54%,GNC,2587.8
432,2023-05-30,AZCUENAGA,martes,4.44%,GNC,2530.8
433,2023-05-31,AZCUENAGA,miércoles,3.54%,GNC,2017.8
434,2023-06-01,ADOLFO CALLE,jueves,4.54%,GNC,2587.8
435,2023-06-02,ADOLFO CALLE,viernes,3.54%,GNC,2017.8
436,2023-06-03,ADOLFO CALLE,sábado,3.54%,GNC,2017.8
437,2023-06-04,ADOLFO CALLE,domingo,3.54%,GNC,2017.8
438,2023-06-05,ADOLFO CALLE,lunes,2.57%,GNC,1464.9
439,2023-06-06,ADOLFO CALLE,martes,2.57%,GNC,1464.9
440,2023-06-07,ADOLFO CALLE,miércoles,2.57%,GNC,1464.9
441,2023-06-08,ADOLFO CALLE,jueves,4.54%,GNC,2587.8
442,2023-06-09,ADOLFO CALLE,viernes,3.54%,GNC,2017.8
443,2023-06-10,ADOLFO CALLE,sábado,3.54%,GNC,2017.8
444,2023-06-11,ADOLFO CALLE,domingo,3.54%,GNC,2017.8
445,2023-06-12,ADOLFO CALLE,lunes,2.57%,GNC,1464.9
446,2023-06-13,ADOLFO CALLE,martes,2.57%,GNC,1464.9
447,2023-06-14,ADOLFO CALLE,miércoles,2.57%,GNC,1464.9
448,2023-06-15,ADOLFO CALLE,jueves,4.54%,GNC,2587.8
449,2023-06-16,ADOLFO CALLE,viernes,3.54%,GNC,2017.8
450,2023-06-17,ADOLFO CALLE,sábado,3.54%,GNC,2017.8
451,2023-06-18,ADOLFO CALLE,domingo,3.54%,GNC,2017.8
452,2023-06-19,ADOLFO CALLE,lunes,2.57%,GNC,1464.9
453,2023-06-20,ADOLFO CALLE,martes,2.57%,GNC,1464.9
454,2023-06-21,ADOLFO CALLE,miércoles,2.57%,GNC,1464.9
455,2023-06-22,ADOLFO CALLE,jueves,4.54%,GNC,2587.8
456,2023-06-23,ADOLFO CALLE,viernes,3.54%,GNC,2017.8
457,2023-06-24,ADOLFO CALLE,sábado,3.54%,GNC,2017.8
458,2023-06-25,ADOLFO CALLE,domingo,3.54%,GNC,2017.8
459,2023-06-26,ADOLFO CALLE,lunes,2.57%,GNC,1464.9
460,2023-06-27,ADOLFO CALLE,martes,2.57%,GNC,1464.9
461,2023-06-28,ADOLFO CALLE,miércoles,2.57%,GNC,1464.9
462,2023-06-29,ADOLFO CALLE,jueves,4.98%,GNC,2838.6
463,2023-06-30,ADOLFO CALLE,viernes,3.54%,GNC,2017.8
464,2023-06-01,URQUIZA,lunes,4.54%,GNC,1861.4
465,2023-06-02,URQUIZA,martes,3.54%,GNC,1451.4
466,2023-06-03,URQUIZA,miércoles,3.54%,GNC,1451.4
467,2023-06-04,URQUIZA,jueves,3.54%,GNC,1451.4
468,2023-06-05,URQUIZA,viernes,2.57%,GNC,1053.7
469,2023-06-06,URQUIZA,sábado,2.57%,GNC,1053.7
470,2023-06-07,URQUIZA,domingo,2.57%,GNC,1053.7
471,2023-06-08,URQUIZA,lunes,4.54%,GNC,1861.4
472,2023-06-09,URQUIZA,martes,3.54%,GNC,1451.4
473,2023-06-10,URQUIZA,miércoles,3.54%,GNC,1451.4
474,2023-06-11,URQUIZA,jueves,3.54%,GNC,1451.4
475,2023-06-12,URQUIZA,viernes,2.57%,GNC,1053.7
476,2023-06-13,URQUIZA,sábado,2.57%,GNC,1053.7
477,2023-06-14,URQUIZA,domingo,2.57%,GNC,1053.7
478,2023-06-15,URQUIZA,lunes,4.54%,GNC,1861.4
479,2023-06-16,URQUIZA,martes,3.54%,GNC,1451.4
480,2023-06-17,URQUIZA,miércoles,3.54%,GNC,1451.4
481,2023-06-18,URQUIZA,jueves,3.54%,GNC,1451.4
482,2023-06-19,URQUIZA,viernes,2.57%,GNC,1053.7
483,2023-06-20,URQUIZA,sábado,2.57%,GNC,1053.7
484,2023-06-21,URQUIZA,domingo,2.57%,GNC,1053.7
485,2023-06-22,URQUIZA,lunes,4.54%,GNC,1861.4
486,2023-06-23,URQUIZA,martes,3.54%,GNC,1451.4
487,2023-06-24,URQUIZA,miércoles,3.54%,GNC,1451.4
488,2023-06-25,URQUIZA,jueves,3.54%,GNC,1451.4
489,2023-06-26,URQUIZA,viernes,2.57%,GNC,1053.7
490,2023-06-27,URQUIZA,sábado,2.57%,GNC,1053.7
491,2023-06-28,URQUIZA,domingo,2.57%,GNC,1053.7
492,2023-06-29,URQUIZA,lunes,4.98%,GNC,2041.8
493,2023-06-30,URQUIZA,martes,3.54%,GNC,1451.4
494,2023-06-01,VILLANUEVA,lunes,4.54%,GNC,2497.0
495,2023-06-02,VILLANUEVA,martes,3.54%,GNC,1947.0
496,2023-06-03,VILLANUEVA,miércoles,3.54%,GNC,1947.0
497,2023-06-04,VILLANUEVA,jueves,3.54%,GNC,1947.0
498,2023-06-05,VILLANUEVA,viernes,2.57%,GNC,1413.5
499,2023-06-06,VILLANUEVA,sábado,2.57%,GNC,1413.5
500,2023-06-07,VILLANUEVA,domingo,2.57%,GNC,1413.5
501,2023-06-08,VILLANUEVA,lunes,4.54%,GNC,2497.0
502,2023-06-09,VILLANUEVA,martes,3.54%,GNC,1947.0
503,2023-06-10,VILLANUEVA,miércoles,3.54%,GNC,1947.0
504,2023-06-11,VILLANUEVA,jueves,3.54%,GNC,1947.0
505,2023-06-12,VILLANUEVA,viernes,2.57%,GNC,1413.5
506,2023-06-13,VILLANUEVA,sábado,2.57%,GNC,1413.5
507,2023-06-14,VILLANUEVA,domingo,2.57%,GNC,1413.5
508,2023-06-15,VILLANUEVA,lunes,4.54%,GNC,2497.0
509,2023-06-16,VILLANUEVA,martes,3.54%,GNC,1947.0
510,2023-06-17,VILLANUEVA,miércoles,3.54%,GNC,1947.0
511,2023-06-18,VILLANUEVA,jueves,3.54%,GNC,1947.0
512,2023-06-19,VILLANUEVA,viernes,2.57%,GNC,1413.5
513,2023-06-20,VILLANUEVA,sábado,2.57%,GNC,1413.5
514,2023-06-21,VILLANUEVA,domingo,2.57%,GNC,1413.5
515,2023-06-22,VILLANUEVA,lunes,4.54%,GNC,2497.0
516,2023-06-23,VILLANUEVA,martes,3.54%,GNC,1947.0
517,2023-06-24,VILLANUEVA,miércoles,3.54%,GNC,1947.0
518,2023-06-25,VILLANUEVA,jueves,3.54%,GNC,1947.0
519,2023-06-26,VILLANUEVA,viernes,2.57%,GNC,1413.5
520,2023-06-27,VILLANUEVA,sábado,2.57%,GNC,1413.5
521,2023-06-28,VILLANUEVA,domingo,2.57%,GNC,1413.5
522,2023-06-29,VILLANUEVA,lunes,4.98%,GNC,2739.0
523,2023-06-30,VILLANUEVA,martes,3.54%,GNC,1947.0
524,2023-06-01,LAS HERAS,lunes,4.54%,GNC,5221.0
525,2023-06-02,LAS HERAS,martes,3.54%,GNC,4071.0
526,2023-06-03,LAS HERAS,miércoles,3.54%,GNC,4071.0
527,2023-06-04,LAS HERAS,jueves,3.54%,GNC,4071.0
528,2023-06-05,LAS HERAS,viernes,2.57%,GNC,2955.5
529,2023-06-06,LAS HERAS,sábado,2.57%,GNC,2955.5
530,2023-06-07,LAS HERAS,domingo,2.57%,GNC,2955.5
531,2023-06-08,LAS HERAS,lunes,4.54%,GNC,5221.0
532,2023-06-09,LAS HERAS,martes,3.54%,GNC,4071.0
533,2023-06-10,LAS HERAS,miércoles,3.54%,GNC,4071.0
534,2023-06-11,LAS HERAS,jueves,3.54%,GNC,4071.0
535,2023-06-12,LAS HERAS,viernes,2.57%,GNC,2955.5
536,2023-06-13,LAS HERAS,sábado,2.57%,GNC,2955.5
537,2023-06-14,LAS HERAS,domingo,2.57%,GNC,2955.5
538,2023-06-15,LAS HERAS,lunes,4.54%,GNC,5221.0
539,2023-06-16,LAS HERAS,martes,3.54%,GNC,4071.0
540,2023-06-17,LAS HERAS,miércoles,3.54%,GNC,4071.0
541,2023-06-18,LAS HERAS,jueves,3.54%,GNC,4071.0
542,2023-06-19,LAS HERAS,viernes,2.57%,GNC,2955.5
543,2023-06-20,LAS HERAS,sábado,2.57%,GNC,2955.5
544,2023-06-21,LAS HERAS,domingo,2.57%,GNC,2955.5
545,2023-06-22,LAS HERAS,lunes,4.54%,GNC,5221.0
546,2023-06-23,LAS HERAS,martes,3.54%,GNC,4071.0
547,2023-06-24,LAS HERAS,miércoles,3.54%,GNC,4071.0
548,2023-06-25,LAS HERAS,jueves,3.54%,GNC,4071.0
549,2023-06-26,LAS HERAS,viernes,2.57%,GNC,2955.5
550,2023-06-27,LAS HERAS,sábado,2.57%,GNC,2955.5
551,2023-06-28,LAS HERAS,domingo,2.57%,GNC,2955.5
552,2023-06-29,LAS HERAS,lunes,4.98%,GNC,5727.0
553,2023-06-30,LAS HERAS,martes,3.54%,GNC,4071.0
554,2023-06-30,MITRE,martes,3.54%,GNC,2867.4
555,2023-06-29,MITRE,lunes,4.98%,GNC,4033.8
556,2023-06-28,MITRE,domingo,2.57%,GNC,2081.7
557,2023-06-27,MITRE,sábado,2.57%,GNC,2081.7
558,2023-06-26,MITRE,viernes,2.57%,GNC,2081.7
559,2023-06-25,MITRE,jueves,3.54%,GNC,2867.4
560,2023-06-24,MITRE,miércoles,3.54%,GNC,2867.4
561,2023-06-23,MITRE,martes,3.54%,GNC,2867.4
562,2023-06-22,MITRE,lunes,4.54%,GNC,3677.4
563,2023-06-21,MITRE,domingo,2.57%,GNC,2081.7
564,2023-06-20,MITRE,sábado,2.57%,GNC,2081.7
565,2023-06-19,MITRE,viernes,2.57%,GNC,2081.7
566,2023-06-18,MITRE,jueves,3.54%,GNC,2867.4
567,2023-06-17,MITRE,miércoles,3.54%,GNC,2867.4
568,2023-06-16,MITRE,martes,3.54%,GNC,2867.4
569,2023-06-15,MITRE,lunes,4.54%,GNC,3677.4
570,2023-06-14,MITRE,domingo,2.57%,GNC,2081.7
571,2023-06-13,MITRE,sábado,2.57%,GNC,2081.7
572,2023-06-12,MITRE,viernes,2.57%,GNC,2081.7
573,2023-06-11,MITRE,jueves,3.54%,GNC,2867.4
574,2023-06-10,MITRE,miércoles,3.54%,GNC,2867.4
575,2023-06-09,MITRE,martes,3.54%,GNC,2867.4
576,2023-06-08,MITRE,lunes,4.54%,GNC,3677.4
577,2023-06-07,MITRE,domingo,2.57%,GNC,2081.7
578,2023-06-06,MITRE,sábado,2.57%,GNC,2081.7
579,2023-06-05,MITRE,viernes,2.57%,GNC,2081.7
580,2023-06-04,MITRE,jueves,3.54%,GNC,2867.4
581,2023-06-03,MITRE,miércoles,3.54%,GNC,2867.4
582,2023-06-02,MITRE,martes,3.54%,GNC,2867.4
583,2023-06-01,MITRE,lunes,4.54%,GNC,3677.4
584,2023-06-01,SARMIENTO,lunes,4.54%,GNC,3268.8
585,2023-06-02,SARMIENTO,martes,3.54%,GNC,2548.8
586,2023-06-03,SARMIENTO,miércoles,3.54%,GNC,2548.8
587,2023-06-04,SARMIENTO,jueves,3.54%,GNC,2548.8
588,2023-06-05,SARMIENTO,viernes,2.57%,GNC,1850.4
589,2023-06-06,SARMIENTO,sábado,2.57%,GNC,1850.4
590,2023-06-07,SARMIENTO,domingo,2.57%,GNC,1850.4
591,2023-06-08,SARMIENTO,lunes,4.54%,GNC,3268.8
592,2023-06-09,SARMIENTO,martes,3.54%,GNC,2548.8
593,2023-06-10,SARMIENTO,miércoles,3.54%,GNC,2548.8
594,2023-06-11,SARMIENTO,jueves,3.54%,GNC,2548.8
595,2023-06-12,SARMIENTO,viernes,2.57%,GNC,1850.4
596,2023-06-13,SARMIENTO,sábado,2.57%,GNC,1850.4
597,2023-06-14,SARMIENTO,domingo,2.57%,GNC,1850.4
598,2023-06-15,SARMIENTO,lunes,4.54%,GNC,3268.8
599,2023-06-16,SARMIENTO,martes,3.54%,GNC,2548.8
600,2023-06-17,SARMIENTO,miércoles,3.54%,GNC,2548.8
601,2023-06-18,SARMIENTO,jueves,3.54%,GNC,2548.8
602,2023-06-19,SARMIENTO,viernes,2.57%,GNC,1850.4
603,2023-06-20,SARMIENTO,sábado,2.57%,GNC,1850.4
604,2023-06-21,SARMIENTO,domingo,2.57%,GNC,1850.4
605,2023-06-22,SARMIENTO,lunes,4.54%,GNC,3268.8
606,2023-06-23,SARMIENTO,martes,3.54%,GNC,2548.8
607,2023-06-24,SARMIENTO,miércoles,3.54%,GNC,2548.8
608,2023-06-25,SARMIENTO,jueves,3.54%,GNC,2548.8
609,2023-06-26,SARMIENTO,viernes,2.57%,GNC,1850.4
610,2023-06-27,SARMIENTO,sábado,2.57%,GNC,1850.4
611,2023-06-28,SARMIENTO,domingo,2.57%,GNC,1850.4
612,2023-06-29,SARMIENTO,lunes,4.98%,GNC,3585.6
613,2023-06-30,SARMIENTO,martes,3.54%,GNC,2548.8
614,2023-06-01,MERC GUAYMALLEN,lunes,4.54%,GNC,4267.6
615,2023-06-02,MERC GUAYMALLEN,martes,3.54%,GNC,3327.6
616,2023-06-03,MERC GUAYMALLEN,miércoles,3.54%,GNC,3327.6
617,2023-06-04,MERC GUAYMALLEN,jueves,3.54%,GNC,3327.6
618,2023-06-05,MERC GUAYMALLEN,viernes,2.57%,GNC,2415.8
619,2023-06-06,MERC GUAYMALLEN,sábado,2.57%,GNC,2415.8
620,2023-06-07,MERC GUAYMALLEN,domingo,2.57%,GNC,2415.8
621,2023-06-08,MERC GUAYMALLEN,lunes,4.54%,GNC,4267.6
622,2023-06-09,MERC GUAYMALLEN,martes,3.54%,GNC,3327.6
623,2023-06-10,MERC GUAYMALLEN,miércoles,3.54%,GNC,3327.6
624,2023-06-11,MERC GUAYMALLEN,jueves,3.54%,GNC,3327.6
625,2023-06-12,MERC GUAYMALLEN,viernes,2.57%,GNC,2415.8
626,2023-06-13,MERC GUAYMALLEN,sábado,2.57%,GNC,2415.8
627,2023-06-14,MERC GUAYMALLEN,domingo,2.57%,GNC,2415.8
628,2023-06-15,MERC GUAYMALLEN,lunes,4.54%,GNC,4267.6
629,2023-06-16,MERC GUAYMALLEN,martes,3.54%,GNC,3327.6
630,2023-06-17,MERC GUAYMALLEN,miércoles,3.54%,GNC,3327.6
631,2023-06-18,MERC GUAYMALLEN,jueves,3.54%,GNC,3327.6
632,2023-06-19,MERC GUAYMALLEN,viernes,2.57%,GNC,2415.8
633,2023-06-20,MERC GUAYMALLEN,sábado,2.57%,GNC,2415.8
634,2023-06-21,MERC GUAYMALLEN,domingo,2.57%,GNC,2415.8
635,2023-06-22,MERC GUAYMALLEN,lunes,4.54%,GNC,4267.6
636,2023-06-23,MERC GUAYMALLEN,martes,3.54%,GNC,3327.6
637,2023-06-24,MERC GUAYMALLEN,miércoles,3.54%,GNC,3327.6
638,2023-06-25,MERC GUAYMALLEN,jueves,3.54%,GNC,3327.6
639,2023-06-26,MERC GUAYMALLEN,viernes,2.57%,GNC,2415.8
640,2023-06-27,MERC GUAYMALLEN,sábado,2.57%,GNC,2415.8
641,2023-06-28,MERC GUAYMALLEN,domingo,2.57%,GNC,2415.8
642,2023-06-29,MERC GUAYMALLEN,lunes,4.98%,GNC,4681.2
643,2023-06-30,MERC GUAYMALLEN,martes,3.54%,GNC,3327.6
644,2023-06-01,MERCADO 2,lunes,4.54%,GNC,2905.6
645,2023-06-02,MERCADO 2,martes,3.54%,GNC,2265.6
646,2023-06-03,MERCADO 2,miércoles,3.54%,GNC,2265.6
647,2023-06-04,MERCADO 2,jueves,3.54%,GNC,2265.6
648,2023-06-05,MERCADO 2,viernes,2.57%,GNC,1644.8
649,2023-06-06,MERCADO 2,sábado,2.57%,GNC,1644.8
650,2023-06-07,MERCADO 2,domingo,2.57%,GNC,1644.8
651,2023-06-08,MERCADO 2,lunes,4.54%,GNC,2905.6
652,2023-06-09,MERCADO 2,martes,3.54%,GNC,2265.6
653,2023-06-10,MERCADO 2,miércoles,3.54%,GNC,2265.6
654,2023-06-11,MERCADO 2,jueves,3.54%,GNC,2265.6
655,2023-06-12,MERCADO 2,viernes,2.57%,GNC,1644.8
656,2023-06-13,MERCADO 2,sábado,2.57%,GNC,1644.8
657,2023-06-14,MERCADO 2,domingo,2.57%,GNC,1644.8
658,2023-06-15,MERCADO 2,lunes,4.54%,GNC,2905.6
659,2023-06-16,MERCADO 2,martes,3.54%,GNC,2265.6
660,2023-06-17,MERCADO 2,miércoles,3.54%,GNC,2265.6
661,2023-06-18,MERCADO 2,jueves,3.54%,GNC,2265.6
662,2023-06-19,MERCADO 2,viernes,2.57%,GNC,1644.8
663,2023-06-20,MERCADO 2,sábado,2.57%,GNC,1644.8
664,2023-06-21,MERCADO 2,domingo,2.57%,GNC,1644.8
665,2023-06-22,MERCADO 2,lunes,4.54%,GNC,2905.6
666,2023-06-23,MERCADO 2,martes,3.54%,GNC,2265.6
667,2023-06-24,MERCADO 2,miércoles,3.54%,GNC,2265.6
668,2023-06-25,MERCADO 2,jueves,3.54%,GNC,2265.6
669,2023-06-26,MERCADO 2,viernes,2.57%,GNC,1644.8
670,2023-06-27,MERCADO 2,sábado,2.57%,GNC,1644.8
671,2023-06-28,MERCADO 2,domingo,2.57%,GNC,1644.8
672,2023-06-29,MERCADO 2,lunes,4.98%,GNC,3187.2
673,2023-06-30,MERCADO 2,martes,3.54%,GNC,2265.6
674,2023-06-01,PERDRIEL,jueves,2.48%,GNC,2852.0
675,2023-06-02,PERDRIEL,viernes,2.98%,GNC,3427.0
676,2023-06-03,PERDRIEL,sábado,2.98%,GNC,3427.0
677,2023-06-04,PERDRIEL,domingo,2.48%,GNC,2852.0
678,2023-06-05,PERDRIEL,lunes,3.20%,GNC,3680.0
679,2023-06-06,PERDRIEL,martes,4.20%,GNC,4830.0
680,2023-06-07,PERDRIEL,miércoles,4.20%,GNC,4830.0
681,2023-06-08,PERDRIEL,jueves,2.48%,GNC,2852.0
682,2023-06-09,PERDRIEL,viernes,2.98%,GNC,3427.0
683,2023-06-10,PERDRIEL,sábado,2.98%,GNC,3427.0
684,2023-06-11,PERDRIEL,domingo,2.48%,GNC,2852.0
685,2023-06-12,PERDRIEL,lunes,3.20%,GNC,3680.0
686,2023-06-13,PERDRIEL,martes,4.20%,GNC,4830.0
687,2023-06-14,PERDRIEL,miércoles,4.20%,GNC,4830.0
688,2023-06-15,PERDRIEL,jueves,2.48%,GNC,2852.0
689,2023-06-16,PERDRIEL,viernes,2.98%,GNC,3427.0
690,2023-06-17,PERDRIEL,sábado,2.98%,GNC,3427.0
691,2023-06-18,PERDRIEL,domingo,2.48%,GNC,2852.0
692,2023-06-19,PERDRIEL,lunes,3.20%,GNC,3680.0
693,2023-06-20,PERDRIEL,martes,5.20%,GNC,5980.0
694,2023-06-21,PERDRIEL,miércoles,5.20%,GNC,5980.0
695,2023-06-22,PERDRIEL,jueves,2.94%,GNC,3381.0
696,2023-06-23,PERDRIEL,viernes,2.98%,GNC,3427.0
697,2023-06-24,PERDRIEL,sábado,2.98%,GNC,3427.0
698,2023-06-25,PERDRIEL,domingo,2.48%,GNC,2852.0
699,2023-06-26,PERDRIEL,lunes,3.20%,GNC,3680.0
700,2023-06-27,PERDRIEL,martes,5.20%,GNC,5980.0
701,2023-06-28,PERDRIEL,miércoles,5.20%,GNC,5980.0
702,2023-06-29,PERDRIEL,jueves,2.48%,GNC,2852.0
703,2023-06-30,PERDRIEL,viernes,2.98%,GNC,3427.0
704,2023-06-01,PERDRIEL2,lunes,2.48%,GNC,1711.2
705,2023-06-02,PERDRIEL2,martes,2.98%,GNC,2056.2
706,2023-06-03,PERDRIEL2,miércoles,2.98%,GNC,2056.2
707,2023-06-04,PERDRIEL2,jueves,2.48%,GNC,1711.2
708,2023-06-05,PERDRIEL2,viernes,3.20%,GNC,2208.0
709,2023-06-06,PERDRIEL2,sábado,4.20%,GNC,2898.0
710,2023-06-07,PERDRIEL2,domingo,4.20%,GNC,2898.0
711,2023-06-08,PERDRIEL2,lunes,2.48%,GNC,1711.2
712,2023-06-09,PERDRIEL2,martes,2.98%,GNC,2056.2
713,2023-06-10,PERDRIEL2,miércoles,2.98%,GNC,2056.2
714,2023-06-11,PERDRIEL2,jueves,2.48%,GNC,1711.2
715,2023-06-12,PERDRIEL2,viernes,3.20%,GNC,2208.0
716,2023-06-13,PERDRIEL2,sábado,4.20%,GNC,2898.0
717,2023-06-14,PERDRIEL2,domingo,4.20%,GNC,2898.0
718,2023-06-15,PERDRIEL2,lunes,2.48%,GNC,1711.2
719,2023-06-16,PERDRIEL2,martes,2.98%,GNC,2056.2
720,2023-06-17,PERDRIEL2,miércoles,2.98%,GNC,2056.2
721,2023-06-18,PERDRIEL2,jueves,2.48%,GNC,1711.2
722,2023-06-19,PERDRIEL2,viernes,3.20%,GNC,2208.0
723,2023-06-20,PERDRIEL2,sábado,5.20%,GNC,3588.0
724,2023-06-21,PERDRIEL2,domingo,5.20%,GNC,3588.0
725,2023-06-22,PERDRIEL2,lunes,2.94%,GNC,2028.6
726,2023-06-23,PERDRIEL2,martes,2.98%,GNC,2056.2
727,2023-06-24,PERDRIEL2,miércoles,2.98%,GNC,2056.2
728,2023-06-25,PERDRIEL2,jueves,2.48%,GNC,1711.2
729,2023-06-26,PERDRIEL2,viernes,3.20%,GNC,2208.0
730,2023-06-27,PERDRIEL2,sábado,5.20%,GNC,3588.0
731,2023-06-28,PERDRIEL2,domingo,5.20%,GNC,3588.0
732,2023-06-29,PERDRIEL2,lunes,2.48%,GNC,1711.2
733,2023-06-30,PERDRIEL2,martes,2.98%,GNC,2056.2
734,2023-06-01,SAN JOSE,lunes,4.54%,GNC,3654.7
735,2023-06-02,SAN JOSE,martes,3.54%,GNC,2849.7
736,2023-06-03,SAN JOSE,miércoles,3.54%,GNC,2849.7
737,2023-06-04,SAN JOSE,jueves,3.54%,GNC,2849.7
738,2023-06-05,SAN JOSE,viernes,2.57%,GNC,2068.85
739,2023-06-06,SAN JOSE,sábado,2.57%,GNC,2068.85
740,2023-06-07,SAN JOSE,domingo,2.57%,GNC,2068.85
741,2023-06-08,SAN JOSE,lunes,4.54%,GNC,3654.7
742,2023-06-09,SAN JOSE,martes,3.54%,GNC,2849.7
743,2023-06-10,SAN JOSE,miércoles,3.54%,GNC,2849.7
744,2023-06-11,SAN JOSE,jueves,3.54%,GNC,2849.7
745,2023-06-12,SAN JOSE,viernes,2.57%,GNC,2068.85
746,2023-06-13,SAN JOSE,sábado,2.57%,GNC,2068.85
747,2023-06-14,SAN JOSE,domingo,2.57%,GNC,2068.85
748,2023-06-15,SAN JOSE,lunes,4.54%,GNC,3654.7
749,2023-06-16,SAN JOSE,martes,3.54%,GNC,2849.7
750,2023-06-17,SAN JOSE,miércoles,3.54%,GNC,2849.7
751,2023-06-18,SAN JOSE,jueves,3.54%,GNC,2849.7
752,2023-06-19,SAN JOSE,viernes,2.57%,GNC,2068.85
753,2023-06-20,SAN JOSE,sábado,2.57%,GNC,2068.85
754,2023-06-21,SAN JOSE,domingo,2.57%,GNC,2068.85
755,2023-06-22,SAN JOSE,lunes,4.54%,GNC,3654.7
756,2023-06-23,SAN JOSE,martes,3.54%,GNC,2849.7
757,2023-06-24,SAN JOSE,miércoles,3.54%,GNC,2849.7
758,2023-06-25,SAN JOSE,jueves,3.54%,GNC,2849.7
759,2023-06-26,SAN JOSE,viernes,2.57%,GNC,2068.85
760,2023-06-27,SAN JOSE,sábado,2.57%,GNC,2068.85
761,2023-06-28,SAN JOSE,domingo,2.57%,GNC,2068.85
762,2023-06-29,SAN JOSE,lunes,4.98%,GNC,4008.9
763,2023-06-30,SAN JOSE,martes,3.54%,GNC,2849.7
764,2023-06-01,LAMADRID,lunes,4.54%,GNC,3586.6
765,2023-06-02,LAMADRID,martes,3.54%,GNC,2796.6
766,2023-06-03,LAMADRID,miércoles,3.54%,GNC,2796.6
767,2023-06-04,LAMADRID,jueves,3.54%,GNC,2796.6
768,2023-06-05,LAMADRID,viernes,2.57%,GNC,2030.3
769,2023-06-06,LAMADRID,sábado,2.57%,GNC,2030.3
770,2023-06-07,LAMADRID,domingo,2.57%,GNC,2030.3
771,2023-06-08,LAMADRID,lunes,4.54%,GNC,3586.6
772,2023-06-09,LAMADRID,martes,3.54%,GNC,2796.6
773,2023-06-10,LAMADRID,miércoles,3.54%,GNC,2796.6
774,2023-06-11,LAMADRID,jueves,3.54%,GNC,2796.6
775,2023-06-12,LAMADRID,viernes,2.57%,GNC,2030.3
776,2023-06-13,LAMADRID,sábado,2.57%,GNC,2030.3
777,2023-06-14,LAMADRID,domingo,2.57%,GNC,2030.3
778,2023-06-15,LAMADRID,lunes,4.54%,GNC,3586.6
779,2023-06-16,LAMADRID,martes,3.54%,GNC,2796.6
780,2023-06-17,LAMADRID,miércoles,3.54%,GNC,2796.6
781,2023-06-18,LAMADRID,jueves,3.54%,GNC,2796.6
782,2023-06-19,LAMADRID,viernes,2.57%,GNC,2030.3
783,2023-06-20,LAMADRID,sábado,2.57%,GNC,2030.3
